ID,Order ID,Order Date,Total,ASIN,Quantity,Product Name,Insurance_Cats,Insurance_Conf,Insurance_Conf_HL,Gen_Cats,Room
3586,114-5035221-4820209,2021-11-17T02:42:22Z,23.99,B08825WYH3,1,"bare Baked Crunchy Simply Pineapple Chips, Fruit Snack Pack, Gluten Free, 1.6 Ounce (Pack of 6)",Other,0,Low,Snacks,Other
3587,114-5035221-4820209,2021-11-17T02:42:22Z,29.99,B093Z6MLF3,1,"RIND Snacks Coco-Melon Dried Fruit Superfood, Organic Coconut, Watermelon, High Fiber, Vegan, Paleo, Whole 30 Non-GMO 3oz, Pack of 6 (packaging may vary)",Refrigerator Foods,31,Low,Snacks,Kitchen
3588,111-0036465-1654672,2021-11-17T00:53:09Z,15.74,B0747LBL9X,1,"Quaker Rice Crisps, Gluten Free, 3 Flavor, Single Serve, 0.67 (Pack of 30), Savory Variety Pack, 20.1 Oz",Other,0,Low,Snacks,Other
3589,114-5079831-1589056,2021-11-15T15:15:15Z,36.02,B06XYTSHP8,2,"OZERO Touch Screen Gloves for Men, Winter Warm Touch Glove for Smart Phone Texting with Non-Slip Silicone Gel - Thermal Windproof and Waterproof for Running, Cycling, Driving - Black (Large)",Gloves or mittens - Men's,72,Low,Other,Clothing & Accs - Mens
3590,114-1684940-0624241,2021-11-13T16:26:25Z,31.69,B0845Q3TV1,1,SENTEQ Tennis Elbow Brace for Tendonitis and Tennis Elbow for Men and Women Golfers Forearm Pain Relief Strap Braces Neoprene Wraps 2PACKS,Supporter / brace,72,Low,Other,Bathroom
3591,113-7389939-6679446,2021-11-11T20:32:54Z,15.89,B07V9YC45H,1,"DIYE Car Trunk Stand for OneWheel - Compatible with XR, V1 and V1 Plus Wheel - Strong Unbreakable ABS Plastic - Smooth Matte Black Finish - Comes in Removable Protective Wrap",Stand,72,Low,Other,Musical Instruments/ Equip
3592,114-9632919-2214625,2021-11-10T12:46:43Z,18.01,B095B9G8NL,1,"Rechargeable 2032 Battery, FITINOCH LIR2032 Button Battery Can Replace ML2032 CR2032 3v Lithium Batteries with Coin Battery Charger, Key Fob Battery 3.7V 50mAh,4 Count",Car battery charger,92,High,Electronics-Components & Prototyping,Basement - Unfinished
3593,114-5866038-4756243,2021-11-10T00:03:25Z,22.25,B089CK26RJ,1,"LED Small Flashlight, 500Lumens Bright Mini Keychain Light, Portable USB Rechargeable Pocket Lights with 3 Modes Compact Baseball Cap Lights Indoor and Outdoor for Walking,Searching and Hiking",Flashlight,72,Low,Tools-Electronics,Basement - Unfinished
3594,112-8831927-9529812,2021-11-09T14:09:00Z,115.69,B09J4PPFK2,1,"Govee Immersion TV LED Backlights for 75-85 inch TVs, 16.4ft RGBIC WiFi TV Backlights with Camera, Works with Alexa & Google Assistant, App Control, RGBIC TV Backlights with Scene Mode, H6199",Other,0,Low,Electronics-Components & Prototyping,Other
3595,113-4399838-0797842,2021-11-09T00:02:44Z,22.23,B092TY7SX9,3,"Cats vs Pickles - Mystery Bags - 1pk - 4"" Bean Filled Plushies! Purr-FECT Stocking Stuffers and Teacher Gifts! Great for Holiday Exchanges & Under $10 Gifts.",Stuffed animal,42,Low,Other,Attic
3596,114-9610469-6909864,2021-11-08T22:41:46Z,29.95,B01F7H5UIC,1,"Cissus Quadrangularis Super Extract , 150 Capsules, Made in The USA, Dietary Supplement for Joint and Tendon Pain, 1000mg Serving Size",Other,0,Low,Other,Other
3597,114-8468764-8689063,2021-11-06T12:06:24Z,9.46,B07P5SNJY6,1,"Ethereal Nature 100% Pure Oil, Tea Tree, 1.01 fl. oz.","Asst Cooking Oils, Sprays, etc.",34,Low,Household-Consumables,Kitchen
3598,114-8468764-8689063,2021-11-06T12:06:24Z,8.37,B07PB5732C,1,"Ethereal Nature 100% Pure Oil, Eucalyptus, 1.01 Fluid Ounce","Asst Cooking Oils, Sprays, etc.",34,Low,Household-Consumables,Kitchen
3599,114-8468764-8689063,2021-11-06T12:06:24Z,23.31,B07GBFRNGH,1,"Pure Organic Ingredients Diatomaceous Earth (10 lbs) Food Safe, Multi-Purpose, Health, Pets, Home",Pet & animal supplies - Enter price,35,Low,Household-Consumables,Pet Care Items
3600,114-8468764-8689063,2021-11-06T12:06:24Z,21.15,B07K3RPRYV,1,"Bentonite Clay Powder Bulk 5lb Pounds- Cosmetic for Face, Hair, Body, Mask, Mud Bath, DIY Soap Making, Deodorant, Indian Healing Clay by Bare Essential Living",Makeup - facemask (enter price),36,Low,Household-Consumables,Bathroom
3601,114-8468764-8689063,2021-11-06T12:06:24Z,4.96,B000GCQ04C,1,"Dickinson's Original Witch Hazel Pore Perfecting Toner, 100% Natural, 16 Ounce Fragrance free","Makeup - skincare, facecream, facewash, lotions (enter price)",56,Low,Household-Consumables,Bathroom
3602,114-8468764-8689063,2021-11-06T12:06:24Z,27.54,B07PGWRMWD,2,"Slime Containers with Water-tight Lids (8 oz, 12 Pack) - Clear Plastic Food Storage Jars with Individual Labels- Great for your slime kit - BPA Free",Food storage container / Tupperware,50,Low,Home Organization,Kitchen
3603,113-4728368-3973049,2021-11-05T22:50:01Z,39.21,B09L3GW79S,1,1010 Sculpture Orbit Balls Beads Intelligence Developer DIY Creative Fun Home & Office Toy for Adults (Three Milimeters),Decorative figurine / Statue / Sculpture,72,Low,Other,Attic
3604,114-2655852-7885063,2021-11-05T12:40:33Z,17.3,B008276Q0Q,1,POWERCAP LED Hat 25/10 Ultra-Bright Hands Free Lighted Battery Powered Headlamp - Black Unstructred Cotton (CUB4-280612),Camping / Utility headlamp,61,Low,Electronics-Components & Prototyping,Garage
3605,114-7088841-2769059,2021-11-05T12:39:54Z,16.47,B0747WRP84,1,POWERCAP LED Hat 25/10 Ultra-Bright Hands Free Lighted Battery Powered Headlamp - Black/Red Unstructred Cotton (CUB4-3518),Camping / Utility headlamp,61,Low,Electronics-Components & Prototyping,Garage
3606,114-7662011-3498639,2021-11-04T23:16:24Z,37.83,B08T6TRXXT,1,"HTVRONT Heat Press Small Heat Press Machine for T Shirts, Small Heat Press Iron Press for Heating Transfer(Dark Green)",Other,0,Low,Tools-Electronics,Other
3607,112-9056939-3672226,2021-11-03T13:58:12Z,19.97,B07XGC79SY,1,"ParmCrisps Cheese Crisps 1.75oz 6 Count Variety Pack, Keto Gluten Free Snacks | Original Parmesan, Pizza, Sour Cream & Onion, Cheddar, Jalapeno, and Sesame | 100% Cheese Crisps, Gluten Free, Keto-Friendly, Sugar Free, Low Carb, High Protein",Other,0,Low,Snacks,Other
3608,112-0888090-0191462,2021-11-03T13:57:37Z,90.09,B08C7G8ZTJ,1,SHASHIBO Gift Box of 4- The Shape Shifting Box (36 Rare Earth Magnets) STEM/STEAM Fidget Geometric 3D Magnetic Transforming Magnetic Box Magic Cube,Building toys - Blocks,41,Low,Other,Play Area/Room
3609,114-7153882-8705012,2021-11-03T12:27:18Z,26.48,B07SNFBLRG,1,"DEVOPS 2 Pack Men's Thermal Turtle Mock Neck Shirts, Compression Long Sleeve Tops (Large, Black/Wine)",Thermals - Men's,53,Low,Other,Clothing & Accs - Mens
3610,114-5496152-0424267,2021-11-03T00:36:14Z,18.54,B07NV1KC79,1,"Pet Factory U.S.A. Beefhide Retriever Rolls, Digestive and Protein-Rich Beefhide Rolls with No Additives, Flavored Rawhide Rolls for Improving Dental Health",Dog food (enter price),39,Low,Snacks,Pet Care Items
3611,114-3810609-7373038,2021-11-03T00:35:25Z,18.01,B07R54HWFV,1,"Natural Farm 6-Inch Rib Bones for Dogs (8-Pack) - Beef Ribs for Dogs, Farm-Raised Cattle | Slow-Roasted Flavor | Low Odor for Indoor, Outdoor Chewing | Promotes Dental Health",Pet & animal supplies - Enter price,31,Low,Other,Pet Care Items
3612,113-3260119-4220252,2021-11-02T23:06:01Z,39.21,B09KV4KVTP,1,1010 Sculpture Orbit Balls Beads Intelligence Developer DIY Creative Fun Home & Office Toy for Adults (Three Milimeters),Decorative figurine / Statue / Sculpture,72,Low,Other,Attic
3613,113-9918536-9069830,2021-11-02T23:04:27Z,24.37,B08SQVYM9Q,1,"iMelitoy Magnetic Sticks Balls Building Blocks 150 PCS, Magnetic Fidget Toy Sets, Magnet Educational Toys BPA-Free, Magnetic Stick Stacking for Kids Adults, Gifts Idea for Boys Girls Party Favors.",Building toys - Blocks,72,Low,Other,Play Area/Room
3614,113-9991578-6675408,2021-11-02T22:59:45Z,24.37,B08SQVYM9Q,1,"iMelitoy Magnetic Sticks Balls Building Blocks 150 PCS, Magnetic Fidget Toy Sets, Magnet Educational Toys BPA-Free, Magnetic Stick Stacking for Kids Adults, Gifts Idea for Boys Girls Party Favors.",Building toys - Blocks,72,Low,Other,Play Area/Room
3615,112-9519677-0212264,2021-11-01T05:54:26Z,22.59,B07JMHB3Y5,1,"Tide PODS Laundry Detergent Soap PODS, High Efficiency (HE), Clean Breeze Scent, 96 Count (Packaging May Vary)",Non-perishable unopened cleaning supplies - Enter price,39,Low,Household-Consumables,Basement - Unfinished
3616,112-5896936-3559420,2021-11-01T05:15:54Z,22.59,B07BJ49P7B,1,"Amazon Brand - Solimo Tall Kitchen Drawstring Trash Bags, 13 Gallon, 200 Count",Other,0,Low,Household-Consumables,Other
3617,113-6299440-0672203,2021-11-01T02:34:15Z,21.18,B09HR95VQD,2,"Cats vs Pickles - Chonks - 1pc Mystery Bags - 6"" Super-Soft & Bean-Filled Plushies! Great for White Elephant, Gift Exchanges & Under $10 Gifts. for Kids of All Ages!",Stuffed animal,43,Low,Other,Attic
3618,113-6661790-4061029,2021-11-01T02:25:19Z,10.59,B09HR95VQD,1,"Cats vs Pickles - Chonks - 1pc Mystery Bags - 6"" Super-Soft & Bean-Filled Plushies! Great for White Elephant, Gift Exchanges & Under $10 Gifts. for Kids of All Ages!",Stuffed animal,43,Low,Other,Attic
3619,112-7640017-7612234,2021-11-01T00:43:04Z,22.21,B071XWVQCV,1,"Larabar Lemon Bar, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct",Other,0,Low,Snacks,Other
3620,114-7396125-9706664,2021-10-31T14:01:07Z,33.91,B072TX6WTS,1,"Vivaglory New Sports Style Ripstop Dog Life Jacket with Superior Buoyancy & Rescue Handle, Camo Blue, M",Life jacket / Floatation vest,72,Low,Other,Basement - Unfinished
3621,114-7396125-9706664,2021-10-31T14:01:07Z,33.91,B072TW79XP,1,"Vivaglory New Sports Style Ripstop Dog Life Jacket with Superior Buoyancy & Rescue Handle, Camo Pink, M",Life jacket / Floatation vest,72,Low,Other,Basement - Unfinished
3622,114-7396125-9706664,2021-10-31T14:01:07Z,19,B075SXY61F,1,"Queenmore Cold Weather Dog Coats Loft Reversible Winter Fleece Dog Vest Waterproof Pet Jacket Available in Extra Small, Small, Medium, Large Extra Large Sizes",Dog apparel,72,Low,Other,Pet Care Items
3623,113-1665028-6005829,2021-10-30T22:10:54Z,12.23,B003TMZQC8,1,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce (12 Count)",Other,0,Low,Snacks,Other
3624,113-5619551-5452218,2021-10-28T16:55:46Z,7.02,B006ZR8VWG,1,"Just For Men Easy Comb-In Color (Formerly Autostop), Gray Hair Coloring for Men with Comb Applicator Included, Easy No Mix Application - Real Black, A-55 (Packaging May Vary)",Makeup - hair products (enter price),38,Low,Household-Consumables,Bathroom
3625,113-7421324-7578616,2021-10-28T16:55:46Z,17.98,B0761YSFL9,1,"Miss Vickie's Kettle Cooked Potato Chip Variety Pack (Assortment May Vary), 1.375 Ounce (Pack of 28)",Tea kettle,82,High,Snacks,Attic
3626,113-5619551-5452218,2021-10-28T16:55:46Z,22.24,B071XWVQCV,1,"Larabar Lemon Bar, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct",Other,0,Low,Snacks,Other
3627,113-2856688-4309034,2021-10-28T16:53:10Z,90.09,B08C7G8ZTJ,1,SHASHIBO Gift Box of 4- The Shape Shifting Box (36 Rare Earth Magnets) STEM/STEAM Fidget Geometric 3D Magnetic Transforming Magnetic Box Magic Cube,Building toys - Blocks,41,Low,Other,Play Area/Room
3628,114-7040978-4559465,2021-10-28T02:20:57Z,15.31,B07SJ6JQK5,1,"Giotto Large 1 Gallon/128oz (When Full) Motivational Water Bottle with Time Marker & Straw, Leakproof Tritan BPA Free, Ensure You Drink Enough Water Daily for Fitness, Gym and Outdoor Sports-Pink",Water bottle / canteen / Thermos,72,Low,Household-Consumables,Basement - Unfinished
3629,113-8966901-3421034,2021-10-27T18:05:49Z,9.73,B07QWNQSN3,1,"Blue Diamond Almonds Wasabi & Soy Sauce Flavored Snack Nuts, 25 Oz Resealable Bag (Pack of 1)",Other,0,Low,Snacks,Other
3630,113-6270613-9536245,2021-10-27T18:03:11Z,15.74,B0747LBL9X,1,"Quaker Rice Crisps, Gluten Free, 3 Flavor, Single Serve, 0.67 (Pack of 30), Savory Variety Pack, 20.1 Oz",Other,0,Low,Snacks,Other
3631,113-1618897-5476202,2021-10-27T18:00:23Z,19.97,B07XGC79SY,1,"ParmCrisps Cheese Crisps 1.75oz 6 Count Variety Pack, Keto Gluten Free Snacks | Original Parmesan, Pizza, Sour Cream & Onion, Cheddar, Jalapeno, and Sesame | 100% Cheese Crisps, Gluten Free, Keto-Friendly, Sugar Free, Low Carb, High Protein",Other,0,Low,Snacks,Other
3632,114-2978160-4028218,2021-10-27T14:54:21Z,37.09,B004O23YE4,1,doTERRA - DigestZen Essential Oil Digestive Blend - 15 mL,"Asst Cooking Oils, Sprays, etc.",31,Low,Household-Consumables,Kitchen
3633,114-3821216-7628216,2021-10-25T13:05:14Z,34.95,B004E5GWFE,1,"F-15 Industrial Felt by The Foot - 72"" Wide x 1 ft Long x 1/4"" Thick",Flooring / Fatigue mat,45,Low,Household-Consumables,Garage
3634,114-7317547-3563463,2021-10-25T12:34:36Z,13.84,B0758JHZM7,2,"American Greetings Orange Party Supplies, Small Paper Plates (20-Count)",Non-perishable paper / plastic products - Enter price,72,Low,Household-Consumables,Basement - Unfinished
3635,113-2376382-9430660,2021-10-24T20:34:22Z,27.73,B0886ZX14J,1,"Pampers Ninjamas, Bedwetting Overnight Diapers Disposable Underwear, Nighttime Training Pants Boys, FSA HSA Eligible, 34 Count, Size L/XL (64-125 lbs)",Disposable diapers - (size 4-6) - qty 150 - High grade,72,Low,Baby-Diapers,Nursery
3636,113-7972236-8394606,2021-10-24T19:03:11Z,27.73,B088725TNH,1,"Pampers Ninjamas, Bedwetting Disposable Underwear, Nighttime Training Pants Boys, FSA HSA Eligible, 44 Count, Size Small/Medium (38-65 lbs)",Underwear - Children's/kid's,72,Low,Baby-Diapers,Clothing & Accs - Kids
3637,113-8512602-2874640,2021-10-24T17:58:04Z,11.65,B08RP5TXKD,1,Perfect Stix 4lb Kraft White Paper Bags - Pack of 125ct (Kraft White Bag 4-125),Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
3638,114-4955493-4865862,2021-10-24T16:57:48Z,29.09,B06XNW4SNJ,1,"Dixie Basic 9"" Light-Weight Paper Plates by GP PRO (Georgia-Pacific), White, DBP09W, 500 Count (125 Plates Per Pack, 4 Packs Per Case)",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
3639,113-4973584-9976226,2021-10-24T16:34:48Z,8.47,B07RGMW8RJ,1,"Audio Extension Cable 10Ft,Audio Auxiliary Stereo Extension Audio Cable 3.5mm Stereo Jack Male to Female, Stereo Jack Cord for Phones, Headphones, Speakers, Tablets, PCs and More(10Ft/3M)",Other,0,Low,Computer Accesories,Other
3640,113-4939946-7442669,2021-10-24T16:29:25Z,7.16,B08FJ8Z4TJ,1,"ITD ITANDA 10FT USB Extension Cable USB 3.0 Extension Cord Type A Male to Female5Gbps Data Transfer for Keyboard, Mouse, Playstation, Xbox, Flash Drive, Printer, Camera and More",Extension cord,72,Low,Computer Accesories,Basement - Unfinished
3641,114-2012180-8111418,2021-10-24T12:28:14Z,12.23,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free,1.4 Ounce,12 Count",Other,0,Low,Snacks,Other
3642,114-4440803-7581034,2021-10-24T11:16:19Z,5.83,B006BHQU6Y,1,"Nature's Bakery Whole Wheat Fig Bars, Raspberry, Real Fruit, Vegan, Non-GMO, Snack bar, 1 box with 12 twin packs (12 twin packs)",Other,0,Low,Snacks,Other
3643,112-6490086-2759439,2021-10-24T06:47:11Z,15.24,B019EGM8UA,1,"KIND KIND Bars, Dark Chocolate Mint, Gluten Free, Low Sugar, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
3644,113-2094380-6393062,2021-10-24T03:47:15Z,13.44,B00RY8CB7Q,1,"Power Up Trail Mix Variety, Assorted 8 Pack, 18 Ounce",Other,0,Low,Snacks,Other
3645,114-7542757-2163408,2021-10-23T23:02:17Z,18.01,B08LPH4R48,1,"25 Ultra Bright Green Glow Sticks - Individual Packed With Lanyard - For Camping, Emergency Survival - Glow Lights for Blackouts, Hurricane and Storms- 6 Inch Chem Light Sticks with 12 Hour Duration",Other,0,Low,Other,Other
3646,114-4540712-1901843,2021-10-23T18:24:59Z,9.09,B005GX5218,1,"Johnson's Baby Powder, Naturally Derived Cornstarch with Aloe & Vitamin E for Delicate Skin, Hypoallergenic and Free of Parabens, Phthalates, and Dyes for Gentle Baby Skin Care, 15 oz (Pack of 2)",Soap / lotion pump,35,Low,Household-Consumables,Bathroom
3647,114-4540712-1901843,2021-10-23T18:24:59Z,46.62,B004BR1J3A,2,"GLOVEWORKS Industrial Blue Nitrile Gloves, Box of 100, 5 Mil, Size Large, Latex Free, Powder Free, Textured, Disposable, Food Safe, INPF46100BX",Other,0,Low,Household-Consumables,Other
3648,114-4540712-1901843,2021-10-23T18:24:59Z,27.55,B004BR8KB4,1,"AMMEX GLOVEWORKS Industrial Black Nitrile Gloves, Box of 100, 5 Mil, Size Large, Latex Free, Powder Free, Textured, Disposable, Food Safe, GPNB46100-BX",Gloves or mittens - Men's,72,Low,Household-Consumables,Clothing & Accs - Mens
3649,114-3500394-8373040,2021-10-16T12:10:57Z,31.78,B08BFN75LF,2,"Hzcojulo Little Toddler Kids Boys Girls Fashion Cotton Socks -Assorted-6 Pairs,L/Shoe size 13-3.5/7-10Years",Socks - 6 pair - Children's/kid's,64,Low,Other,Clothing & Accs - Kids
3650,114-8894562-7421823,2021-10-16T11:16:58Z,51.68,B0846VR5TR,1,"ACKTRA WG015 Level 5 Cut Resistant Construction Safety WORK GLOVES 12 pairs, Foam Nitrile Coated, High Tear Strength, EN 388, PPE Regulation 2016/425, for Men and Women (Medium)",Gloves or mittens - Men's,72,Low,Tools-other,Clothing & Accs - Mens
3651,114-8142763-9449069,2021-10-13T12:36:58Z,39.21,B07DNNYPFK,1,"DEX FIT Level 5 Cut Resistant Gloves Cru553, 3D Comfort Stretch Fit, Power Grip, Durable Foam Nitrile, Pass FDA Food Contact, Smart Touch, Thin & Lightweight, Black Grey 9 (L) 3 Pairs",Gloves or mittens - Men's,72,Low,Tools-other,Clothing & Accs - Mens
3652,114-6286837-6013840,2021-10-13T12:36:58Z,51.68,B0846VT3Z7,1,"ACKTRA WG015 Level 5 Cut Resistant Construction Safety WORK GLOVES 12 pairs, Foam Nitrile Coated, High Tear Strength, EN 388, PPE Regulation 2016/425, for Men and Women (Large)",Gloves or mittens - Men's,72,Low,Tools-other,Clothing & Accs - Mens
3653,114-2925644-7895466,2021-10-13T01:19:57Z,42.38,B07DRNZ49S,1,"ProCure Disposable Nitrile Gloves Large, 200 Count - Powder Free, Rubber Latex Free, Medical Exam Grade, Non Sterile, Ambidextrous - Soft with Textured Tips - Cool Blue",Health care supplies - Enter price,38,Low,Household-Consumables,Kid's Bedroom
3654,114-9298266-9619456,2021-10-08T18:13:54Z,21.19,B08H2KPTK3,1,Disney Pixar Moana Pua Headband and Tail Costume Accessory Pig Kit for kids and adults,Hair clip / Headband,72,Low,Other,Bathroom
3655,113-5644120-1325853,2021-10-07T23:13:05Z,17.89,B07KXG2PPW,1,"Fly Wheels Twin Turbo Launcher- Rip it up to 200 Scale MPH, Fast Speed, Amazing Stunts & Jumps up to 30 feet! All Terrain Action: Dirt, Mud, Water, Snow- One of The Hottest Wheels Around!",Toy vehicles - Car & truck,44,Low,Other,Kid's Bedroom
3656,113-1839292-8237833,2021-10-07T17:01:43Z,17.74,B07KVTTSLH,1,"Fly Wheels Launcher + 2 Off-Road Wheels - Rip it up to 200 Scale MPH, Fast Speed, Amazing Stunts & Jumps up to 30 feet! All Terrain Action: Dirt, Mud, Water, Snow- One of The Hottest Wheels Around!",Toys - Powered ride on,50,Low,Other,Kid's Bedroom
3657,113-6347499-7833056,2021-10-07T16:56:43Z,14.73,B07KXGP9JT,1,"Fly Wheels Launcher + 2 Off-Road Wheels - Rip it up to 200 Scale MPH, Fast Speed, Amazing Stunts & Jumps up to 30 feet! All Terrain Action: Dirt, Mud, Water, Snow- One of The Hottest Wheels Around!",Toys - Powered ride on,50,Low,Other,Kid's Bedroom
3660,114-8810845-7132220,2021-10-07T12:39:04Z,19.97,B086Q3JLBG,1,"NYXCL Miroku 50Pcs P36 2-inch quick change discs set, Zirconia Sanding Discs with 1/4"" Holder, for Die Grinder Surface Prep Strip Grind Polish Finish Burr Rust Paint Removal",Dremel / Rotary tool,42,Low,Tools-other,Basement - Unfinished
3661,113-9221931-0069002,2021-10-04T21:21:35Z,73.14,B094WL86N5,1,PlayStation DualSense Wireless Controller - Midnight Black,PlayStation 4 controller,72,Low,Electronics-Components & Prototyping,Basement - Finished
3662,113-6381169-3969036,2021-10-04T21:15:19Z,23.31,B08LZGPPBH,1,"PS5 Controller Charger Station, PS5 Charging Station with Fast Charging AC Adapter 5V/3A, Playstation 5 Dual Controller Charging Stand, OIVO Docking Station Replacement for DualSense Charging Station",Video game - System / Console - PlayStation 5 / PS5,72,Low,Electronics-Components & Prototyping,Basement - Finished
3663,114-0834373-4634636,2021-10-03T21:10:34Z,26.45,B09D8PZTVQ,1,"KINIA 256 Bubbles Pop it Jumbo Fidget Toys Big Controller Sensory Fidgets Toy - Tie Dye Silicone Push Bubble Stress Relief Novelty Toy for Kids Teens Adults (256 Pop It, Controller Black Blue White)",Other,0,Low,Other,Other
3664,114-9813811-6006646,2021-10-03T01:32:40Z,26.49,B083JXBH98,1,"Pokemon TCG: 2020 Spring Poke Ball Tin, Multicolor",Sports trading card - Collectible - Enter price,60,Low,Other,Attic
3665,114-7044962-7913033,2021-10-01T21:41:24Z,18.89,B072J2ZBPY,1,"Degree Men UltraClear Antiperspirant Protects from Deodorant Stains Black + White Mens Deodorant 2.7 oz, 4 Count",Other,0,Low,Household-Consumables,Other
3666,111-9127976-9459447,2021-10-01T21:04:53Z,29.42,B08QYM8PPW,1,"Brawny Flex Paper Towels, 12 Triple Rolls = 36 Regular Rolls, Tear-A-Square, 3 Sheet Size Options, Quarter Size Sheets",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
3667,114-5237571-0587468,2021-10-01T20:22:54Z,16.45,B071XWVQCV,1,"Larabar Lemon Bar, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct",Other,0,Low,Snacks,Other
3668,114-6802454-9117852,2021-10-01T16:09:52Z,15.72,B01BUNHFQM,1,"Tide Pods 3 in 1, Laundry Detergent Pacs, Spring Meadow Scent, 81 Count",Other,0,Low,Household-Consumables,Other
3669,114-7347999-3433846,2021-09-29T11:32:58Z,14.83,B07H82GNGY,1,"No Buckle Elastic Belt for Men/Women 2 Pack Black, Fits waist 24-35in",Men's/Women's/Kids Accessories,38,Low,Other,Coat Closet
3670,114-5781724-3838601,2021-09-29T11:31:43Z,12.18,B07Q5FVT68,1,"No Buckle Stretch Women Belt for Jeans Pants, Elastic Buckle Free Invisible Belts for Men up to 48 Inches by WHIPPY (Blue, Fit Pants Size 22-36 Inches)",Belt - Ladies',72,Low,Other,Clothing & Accs - Womens
3671,112-7932172-4253045,2021-09-25T19:34:10Z,5.98,B006BHQU6Y,1,"Nature's Bakery Whole Wheat Fig Bars, Raspberry, Real Fruit, Vegan, Non-GMO, Snack bar, 1 box with 12 twin packs (12 twin packs)",Other,0,Low,Snacks,Other
3672,114-1167759-9205827,2021-09-23T21:52:43Z,27.73,B0886ZX14J,1,"Pampers Ninjamas, Bedwetting Overnight Diapers Disposable Underwear, Nighttime Training Pants Boys, FSA HSA Eligible, 34 Count, Size L/XL (64-125 lbs)",Disposable diapers - (size 4-6) - qty 150 - High grade,72,Low,Baby-Diapers,Nursery
3673,114-5806992-0933853,2021-09-23T21:48:12Z,14.22,B001D0DMME,1,"KIND Bars, Cranberry Almond, Gluten Free, Low Sugar, 1.4 Ounce Bars, 12Ct.",Other,0,Low,Snacks,Other
3674,111-9659286-3869033,2021-09-23T21:11:29Z,17.98,B0761YSFL9,1,"Miss Vickie's Kettle Cooked Potato Chip Variety Pack, (28 Pack) (Assortment May Vary)",Tea kettle,82,High,Snacks,Attic
3675,112-2590958-9697008,2021-09-23T16:20:41Z,15.64,B019EGM8UA,1,"KIND KIND Bars, Dark Chocolate Mint, Gluten Free, Low Sugar, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
3676,114-6701799-1424247,2021-09-23T10:21:07Z,63.05,B000HHO3YU,1,"Farnam SandClear Natural Psyllium Crumbles, supports the removal of sand and dirt, 10 pound (10208)",Other,0,Low,Horse-Equipment,Other
3677,114-1432356-5757063,2021-09-23T09:56:57Z,20.24,B00RY8CB7Q,1,"Power Up Trail Mix Variety, Assorted 8 Pack, 18 Ounce",Other,0,Low,Snacks,Other
3678,112-4823624-8097046,2021-09-23T04:07:51Z,12.23,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free,1.4 Ounce,12 Count",Other,0,Low,Snacks,Other
3679,113-8672164-8215447,2021-09-23T01:37:00Z,10.98,B019EGM8FU,1,"KIND Bars Raspberry Cashew & Chia, Gluten Free, 12 Count (Pack of 1)",Food goods - Unprepared - Enter Price,33,Low,Snacks,Garage
3680,112-9132949-1492259,2021-09-23T00:14:38Z,27.73,B088725TNH,1,"Pampers Ninjamas, Bedwetting Disposable Underwear, Nighttime Training Pants Boys, FSA HSA Eligible, 44 Count, Size Small/Medium (38-65 lbs)",Underwear - Children's/kid's,72,Low,Baby-Diapers,Clothing & Accs - Kids
3681,113-7031237-9599417,2021-09-22T19:36:20Z,26.49,B07VMBV9F4,1,"Treasure X Aliens Ultimate Dissection Kit - 26 Levels - Contains 14 Pieces for Kids, Easy Instructions | Interactive Fun for All, Treasure Hunter",Building toys - Blocks,46,Low,Other,Play Area/Room
3682,113-5727326-7793868,2021-09-22T19:35:43Z,37.92,B084NQL2R8,2,"Treasure X Sunken Gold Bottle Smash - Action Figure & Treasure Inside. 10 Levels of Adventure, Multicolor (41577)",Toy action figure,91,High,Other,Kid's Bedroom
3683,113-7166624-6262656,2021-09-22T19:28:24Z,31.79,B07T3PFWCB,1,"ZLOT Vertical Gaming Mouse,Wired RGB Ergonomic USB Joystick Programmable Laser Gaming Mice,6+1 Design,11 Buttons,1000 Hz Max Polling Rate,10000 Max DPI,Upgraded Version for Computer Gamers,Black",Other,0,Low,Other,Other
3684,113-9601586-1009804,2021-09-16T16:24:53Z,21.18,B00WX4Y5WK,1,"Paul Frank Men's Generic Faux Denim Pajama Pant, Black, Medium",Sleepwear / Pajamas - Men's,58,Low,Other,Clothing & Accs - Mens
