ID,items,date,Real Total,category
1,Fisher-Price Little Superstar Step N' Play Piano; ,2013-12-30,109.99,Other
3513,"Mini Wireless Keyboard,Q9 Mini Keyboard with Touchpad,Colorful Backlit Small Wireless Keyboard,Mini Rechargeable Handheld Remote Keyboard for PC,Raspberry Pi 4, Android TV Box,KODI,Windows 7 8 10; ",2023-09-26,21.07,Computer Accesories
3514,Raspberry Pi 4 Model B 2019 Quad Core 64 Bit WiFi Bluetooth (4GB); ,2023-09-26,71.43,MCUs-DevBoards
3515,"Elebase Micro HDMI Cable 10 FT,4K 60Hz Micro HDMI Type D Cord Compatible for Raspberry Pi 4 4b,GoPro Black Hero 7 6 5 4,Sony Camera A6000 A6300,Nikon B500,ZV-E10,Lenovo Yoga 3 Pro 710,Canon,Insignia; ",2023-09-26,10.59,Computer Accesories
3516,"GeeekPi 18W 5V 3.6A Power Supply for Raspberry Pi 4/Orange Pi 5&5B, UL Listed Type C Power Supply with ON/Off Switch for Raspberry Pi 4 Model B 8GB/4GB/2GB/1GB, with a Micro USB Adapter for Pi 3B+/3B; ",2023-09-26,11.65,Electronics-Components & Prototyping
3517,"ElectroCookie Raspberry Pi 4 Case, Aluminum Mini Tower Case with Cooling Fan and Color Changing Ambient Light (Matte Black & Dark Gray); ",2023-09-26,34.97,Electronics-Components & Prototyping
3518,"SunFounder Starter Kit for Raspberry Pi 4 4B 3 B+ 400, 649-Page Online Tutorials, Python C Java Scratch Node.js, 87 Projects, 300 Items for Raspberry Pi Beginners; ",2023-09-26,49.81,MCUs-DevBoards
3519,"ValuMeds 24-Hour Allergy Medicine (300-Count) Antihistamine for Pollen, Hay Fever, Dry, Itchy Eyes, Allergies | Cetirizine HCl 10mg Caplets, Compare to Zyrtec; ",2023-09-26,10.59,Household-Consumables
3520,SanDisk Industrial MLC MicroSD SDHC UHS-I Class 10 SDSDQAF3-008G-I with SanDisk Adapter (8GB); ,2023-09-25,8.32,Computer Accesories
3521,NoClogger The Must-Have 3D Printing Tool for 1.75mm Filament (Black); ,2023-09-25,17.97,3D printing
3522,"Mesee 6 Pcs Tap Wrench Tool Set, Adjustable T-Handle Ratchet Tap Holder Wrench Machine Screw Thread Metric Plug T-Taps with M3 M4 M5 M6 M8 Taps for Metal/ Aluminum/ Plastic/ Wood; ",2023-09-25,9.42,Tools-Electronics
3523,"Honey Stinger Organic Honey Waffle | Energy Stroopwafel for Exercise, Endurance and Performance | Sports Nutrition for Home & Gym, Pre and Post Workout | Box of 16 Waffles, 16.96 Ounce (Pack of 16); ",2023-09-23,42.02,Snacks
3524,Milomdoi [3+3 Pack] for Samsung Galaxy S23 Privacy Screen Protector Tempered Glass Accessories 3 Pack Privacy Screen Samsung Galaxy S23 5G 3 Pack Camera Lens Protector Case Fingerprint Suitable; ,2023-09-23,10.59,Computer Accesories
3525,"Bodyprox Protective Padded Shorts for Snowboard,Skate and Ski,3D Protection for Hip,Butt and Tailbone (Medium) Black; ",2023-09-21,37.09,Other
3526,"Quaker Rice Crisps, Gluten Free, 3 Flavor, Single Serve, 0.67, Savory Variety Pack, 20.1 Oz,Pack of 30; ",2023-09-20,18.98,Snacks
3527,"Gallium Liquid Metal 50 Grams, 99.99% Pure Melting Gallium - 50g Vial, Syringe, Silicone Mold Cubes, and Complete DIY Science Experiment Guide; ",2023-09-20,52.99,Electronics-Components & Prototyping
3528,"ToiletTree Products Fogless Shower Mirror - Anti-Fog Mirror - Adjustable Shaving Mirror with a Squeegee - Rust-Proof, Impact-Resistance Bathroom Shower Mirror - Tall; ",2023-09-20,42.35,Household-Consumables
3529,"Cartman 1"" x 12' Lashing Straps Cargo Tie-Down Strap Up to 600lbs, 6pk in Carry Bag, Black; ",2023-09-19,15.59,Tools-other
3530,"Smart Watch for Men Women with Bluetooth Call, Alexa Built-in1.8 DIY Dial with Blood Oxygen Heart Rate Sleep Fitness Tracker Notification Weather 100 Sport Modes Smartwatch for Android iOS Phone; ",2023-09-18,31.79,Computer Accesories
3531,"KIMILAR [5+5 Pack] Galaxy Watch 6 Screen Protector Case 40mm, Anti-Fog Tempered Glass Protective Film and Hard PC Protective Bumper Compatible with Samsung Galaxy Watch 6 40mm Accessories; ",2023-09-17,10.06,Computer Accesories
3532,"Tongate for Samsung Galaxy S23 Ultra Case, [Bulit-in Slide Camera Cover & Screen Protector] [2 Front Frame] Military Grade Shockproof S23 Ultra Phone Case with Kickstand & Belt-Clip 6.8"", Rose Red; ",2023-09-17,28.61,Computer Accesories
3533,"Rechargeable Dog Bark Collar with Beep Vibration and Shock,Anti Barking Collar for Small Medium Large Dogs, Humane Dog Training Device with 5 Adjustable Sensitivity Levels (Pink); ",2023-09-15,34.97,Other
3534,"Creality Ender 3 Dual Z-axis Upgrade Kit with Lead Screw, Metal Power Supply Holder and Stepper Motor 3D Printer Screw Rod Kit for Ender -3 Pro/Ender 3 V2/Ender 3 Neo/Ender 3 V2 Neo; ",2023-09-15,30.62,3D printing
3535,"Official Sprite Direct Drive Extruder SE for Neo Series Printer, Dual Gear High Torque Direct Extruder Upgrade Kit for Ender 3 Neo/Ender 3 V2 Neo/Ender 3 Max Neo/Ender 2 Pro (Neo Version); ",2023-09-14,45.57,3D printing
3536,"GIANTARM TPU Filament 1.75mm Flexible Soft 3D Printer Consumables Red,95A 1kg Spool (2.2 lbs.), Dimensional Accuracy +/- 0.05 mm; ",2023-09-14,23.42,3D printing
3537,"GIANTARM TPU Filament, 95A TPU Filament 1.75mm, Dimensional Accuracy +/- 0.03, Flexible Soft 3D Printer Filament 1kg Spool(2.2 lbs), Vacuum Packaging (Clear); ",2023-09-14,23.31,3D printing
3538,All Balls 26-1139 Carburetor Repair Kit (26-1139 Yamaha PW80 1983-2006); ,2023-09-14,38.04,Repair
3539,"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten free, Chocolate Mint Cookie,1.76oz, 12 Count (Packaging May Vary); ",2023-09-13,12.22,Snacks
3540,"Ddidbi Smart Watch for Men Women(Answer/Make Calls), 1.85"" HD Touch Screen Fitness Watch with Sleep Heart Rate Monitor, 112 Sports Modes, IP68 Waterproof Activity Trackers Compatible with Android iOS; ",2023-09-13,30.2,Computer Accesories
3541,"Liquid Death Flavored Sparkling Water with Agave, Severed Lime, 19.2 oz King Size Cans (8-Pack); Liquid Death Artesian Mountain Water (Still), 19.2 oz King Size Cans (8-Pack); Liquid Death Iced Black Tea, Rest in Peach 19.2 oz King Size Cans (8-Pack); ",2023-09-12,38.98,Household-Consumables
3541,"Liquid Death Flavored Sparkling Water with Agave, Severed Lime, 19.2 oz King Size Cans (8-Pack); Liquid Death Artesian Mountain Water (Still), 19.2 oz King Size Cans (8-Pack); Liquid Death Iced Black Tea, Rest in Peach 19.2 oz King Size Cans (8-Pack); ",2023-09-12,38.98,Snacks
3542,"Softrucks Skateboard Indoor Practice Complete 7.75"" Black Trucks, Stained Black; ",2023-09-12,68.89,Other
3543,"Softrucks Indoor Practice Skateboard Trucks, Cyan Blue; ",2023-09-12,52.95,Other
3544,"Honey Stinger Organic Honey Waffle | Energy Stroopwafel for Exercise, Endurance and Performance | Sports Nutrition for Home & Gym, Pre and Post Workout | Box of 16 Waffles, 16.96 Ounce (Pack of 16); Honey Stinger Organic Chocolate Waffle | Energy Stroopwafel for Exercise, Endurance and Performance | Sports Nutrition for Home & Gym, Pre and Post Workout | Box of 16 Waffles, 16.96 Ounce; ",2023-09-12,85.98,Snacks
3545,"CW-X Women's Endurance Generator Joint and Muscle Support Compression Tight, Black/Deep Lake, Large; CW-X womens Cw-x Women's Endurance Generator Joint and Muscle Support Compression Tight, Syrah, Large US; ",2023-09-12,262.57,Other
3546,"Tripod for iPhone, Goocong Flexible Tripod for Phone Camera with Cell Phone Mount for Samsung Google Smartphone, DSLR Camera; ",2023-09-08,11.18,Other
3547,"HimaPro Single Horn Anvil for Blacksmith Blue - 11 lbs Cast Iron Anvil - A Wonderful Tool for Jewelry Making and Metal Stamping; Nuenen Horse Tie Ring Stainless Steel Horse Tack and Supplies Safety Horse Accessories with Eye Bolts and Snaps Saddle Horse Training Equipment for Pulling Back, Silver (5 Sets); KSEIBI Engineers Machinist Blacksmith Strike Club Hammer (Soft Grip Handle, 2.20 lb / 1000 grams); ",2023-09-08,110.57,Horse-Equipment
3547,"HimaPro Single Horn Anvil for Blacksmith Blue - 11 lbs Cast Iron Anvil - A Wonderful Tool for Jewelry Making and Metal Stamping; Nuenen Horse Tie Ring Stainless Steel Horse Tack and Supplies Safety Horse Accessories with Eye Bolts and Snaps Saddle Horse Training Equipment for Pulling Back, Silver (5 Sets); KSEIBI Engineers Machinist Blacksmith Strike Club Hammer (Soft Grip Handle, 2.20 lb / 1000 grams); ",2023-09-08,110.57,Tools-other
3548,"Quaker Rice Crisps, Gluten Free, 3 Flavor, Single Serve, 0.67, Savory Variety Pack, 20.1 Oz,Pack of 30; ",2023-09-07,18.98,Snacks
3549,"PROBAR - Meal Bar 12 Flavor Variety Pack - Natural Energy, Non-GMO, Gluten-Free, Plant-Based Whole Food Ingredients, 3 Ounce (Pack of 12) - Flavors May Vary; ",2023-09-05,36.98,Snacks
3550,"Honey Stinger Organic Honey Waffle | Energy Stroopwafel for Exercise, Endurance and Performance | Sports Nutrition for Home & Gym, Pre and Post Workout | Box of 16 Waffles, 16.96 Ounce (Pack of 16); ",2023-09-04,21.01,Snacks
3551,"for Pixel 6a Case,Google Pixel 6a Phone Case,with Screen Protectors and Camera Cover,[Military Grade] 16ft.Drop Tested Cover with Magnetic Kickstand Protective Case for Google Pixel 6a, Blue; ",2023-09-04,7.61,Computer Accesories
3552,"Govee RGBIC LED Strip Lights, Smart LED Lights for Bedroom, Bluetooth LED Lights APP Control, DIY Multiple Colors on One Line, Color Changing LED Lights Music Sync for Gaming Room, Halloween, 16.4ft; ",2023-09-04,15.89,Electronics-Components & Prototyping
3553,"Govee RGBIC LED Strip Lights, Smart LED Lights for Bedroom, Bluetooth LED Lights APP Control, DIY Multiple Colors on One Line, Color Changing LED Lights Music Sync for Gaming Room, Halloween, 16.4ft; ",2023-09-04,12.71,Electronics-Components & Prototyping
3554,"Govee RGBIC LED Strip Lights, Smart LED Lights for Bedroom, Bluetooth LED Lights APP Control, DIY Multiple Colors on One Line, Color Changing LED Lights Music Sync for Gaming Room, Halloween, 16.4ft; ",2023-09-04,15.89,Electronics-Components & Prototyping
3555,"Calf Stretcher Slant Board and Squat Wedge | Physical Therapy Equipment Leg Stretcher and Fascia Stretcher for Achilles Tendonitis Relief, Shin Splint Relief | Slant Board for Calf Stretching; ",2023-09-04,40.23,Other
3556,"ikalido Metal Loft Bed Twin Size, Multifunctional Twin Bed with Safety Guard & Removable Ladder, Space-Saving/Noise Free/No Box Spring Needed/Matte Black; ",2023-09-04,193.68,Other
3557,Pampers Ninjamas Nighttime Bedwetting Underwear Boys L (64-125 lbs) 34 Count; ,2023-09-03,23.71,Baby-Diapers
3558,"Quaker Rice Crisps, Gluten Free, 3 Flavor, Single Serve, 0.67, Savory Variety Pack, 20.1 Oz,Pack of 30; ",2023-09-03,16.98,Snacks
3559,"KIND Bars, Dark Chocolate Mint, Healthy Snacks, Gluten Free, Low Sugar, 12 Count; ",2023-09-03,13.29,Snacks
3560,"Vornado 460 Whole Room Air Circulator, Small Fan with 3 Speeds, Adjustable Tilt, Easy to Clean, Moves Air 70 Feet, Quiet Fan for Home, Office, Bedroom; NTONPOWER 2 Prong Power Strip, 1875W 2 Prong to 3 Prong Outlet Adapter, 2 Prong Extension Cord 5 ft, Rotating Plug, Wall Mount, 3 Outlet 2 USB, Compact Power Strip for Travel, Older House,Dorm, Office; Power Strip Surge Protector 10 Ft Cord, 8 AC Outlets, 3 USB Charger(1 USB C Port), Ultra Thin Flat Extension Cord 10 Feet, Flat Plug, Desk Charging Station for Home, Office, Dorm Room Essentials; ",2023-09-03,151.17,Electronics-Components & Prototyping
3560,"Vornado 460 Whole Room Air Circulator, Small Fan with 3 Speeds, Adjustable Tilt, Easy to Clean, Moves Air 70 Feet, Quiet Fan for Home, Office, Bedroom; NTONPOWER 2 Prong Power Strip, 1875W 2 Prong to 3 Prong Outlet Adapter, 2 Prong Extension Cord 5 ft, Rotating Plug, Wall Mount, 3 Outlet 2 USB, Compact Power Strip for Travel, Older House,Dorm, Office; Power Strip Surge Protector 10 Ft Cord, 8 AC Outlets, 3 USB Charger(1 USB C Port), Ultra Thin Flat Extension Cord 10 Feet, Flat Plug, Desk Charging Station for Home, Office, Dorm Room Essentials; ",2023-09-03,151.17,Household-Consumables
3561,"Bounce Dryer Sheets Laundry Fabric Softener, Outdoor Fresh, 240 Count; ",2023-09-03,8.96,Cleaning-Supplies
3562,"Tide PODS Laundry Detergent Soap Pods, Spring Meadow, 81 count; ",2023-09-03,22.23,Household-Consumables
3563,"Hefty Strong Large Trash Bags, 33 Gallon, 48 Count; ",2023-09-03,16.95,Household-Consumables
3564,"Mlambert 12Pack Dimmable T6 LED Bulbs,4W Equal 40W e12 Candelabra Bulbs,5000K Daylight White,Clear 4W E12 Edison Bulb for Chandelier,Ceiling Fan,Chandelier Light Bulb AC120V 420LM E12 Candelabra Bulb; ",2023-09-03,27.55,Household-Consumables
3565,"KIND Bars, Dark Chocolate Cherry Cashew, Healthy Snacks, Gluten Free, 12 Count; ",2023-09-03,11.44,Snacks
3566,"KIND Bars, Peanut Butter Dark Chocolate, Healthy Snacks, Gluten Free, 12 Count; ",2023-09-03,11.44,Snacks
3567,"LÃRABAR Lemon Bar, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct; ",2023-09-03,15.84,Snacks
3568,"SYLVANIA ECO LED A19 Light Bulb, 60W Equivalent, Efficient 9W, 7 Year, 750 Lumens, Non-Dimmable, Frosted, 5000K Daylight 3- 8 Packs (40987); Feit Electric 300W Equivalent LED Light Bulb, A23 Led Bulb, Non Dimmable, 4060 Lumens, 5000k Daylight, 22 Year Lifetime E26 Base, Bright High Output LED Bulb, OM300/850/LED; ",2023-09-02,70.97,Household-Consumables
3569,"L'Oreal Paris EverStrong Thickening Sulfate Free Shampoo and Conditioner Kit, Thickens + Strengthens, For Thin, Fragile Hair, with Rosemary Leaf, Combo (8.5 Fl; Oz each) (Packaging May Vary); ",2023-09-01,18.01,Household-Consumables
3569,"L'Oreal Paris EverStrong Thickening Sulfate Free Shampoo and Conditioner Kit, Thickens + Strengthens, For Thin, Fragile Hair, with Rosemary Leaf, Combo (8.5 Fl; Oz each) (Packaging May Vary); ",2023-09-01,18.01,Other
3570,Pampers Ninjamas Nighttime Bedwetting Underwear Boys S/M (38-65 lbs) 44 Count; ,2023-09-01,23.71,Baby-Diapers
3571,"Nature's Bakery Whole Wheat Fig Bars, Raspberry, Real Fruit, Vegan, Non-GMO, Snack bar, 1 box with 12 twin packs (12 twin packs); ",2023-09-01,11.43,Snacks
3572,Xuhal 20 Pairs Cut Resistant Gloves Level 5 Protection Cutting Gloves Safety Kitchen Gloves Anti Cut Gloves for Kitchen (Medium); ,2023-08-31,38.15,Tools-other
3573,"Ironclad EXOT-PBLK-04-L Tactical Operator Pro Glove, Stealth Black, Large; ",2023-08-31,16.68,Tools-other
3574,"Amazon Basics Hydrogen Peroxide Topical Solution USP, 32 Fl Oz, Pack of 6; ",2023-08-30,17.73,Household-Consumables
3575,"WEKAPO Inflatable Lounger Air Sofa ChairâCamping & Beach AccessoriesâPortable Water Proof Couch for Hiking, Picnics, Outdoor, Music Festivals & BackyardâLightweight and Easy to Set Up Air Hammock; ",2023-08-28,40.26,Other
3576,"Copper Ankle Brace, Copper Infused Ankle Support Compression Sleeve for Men & Women, for Foot Pain Relief, Plantar Fasciitis, Sprained Ankle, Achilles Tendonitis,Recovery, Daytime or Night Use(Blue L); Bitly Plantar Fasciitis Compression Socks for Women & Men - Best Ankle Compression Sleeve, Nano Brace for Everyday Use - Provides Arch Support & Heel Pain Relief (Pink, Large); IRAMY Compression Ankle Support Running Socks Women Coolmax Wicking 6 Pairs Quarter Athletic Cushioned Plantar Fasciitis Socks; Bitly Plantar Fasciitis Socks for Women & Men - Foot & Ankle Compression Sleeve, Brace for Everyday Use - Provides Arch Support & Heel Pain Relief (Gray, Large); TechWare Pro Ankle Compression Socks - Plantar Fasciitis Sock & Foot Support (M, Pink/White); Dr. SchollâsÂ® Plantar Fasciitis Pain Relief Orthotics Scientifically Designed to Relieve Pain of Plantar Fasciitis, Cut to Fit Inserts: Women's Size 6-10, 1 Pair; ",2023-08-28,80.02,Other
3577,"Degree Men Antiperspirant Deodorant Clean 72-Hour Sweat & Odor Protection Prescription-Strength Antiperspirant For Men with MotionSense Technology 1.7 oz; Degree Men UltraClear Antiperspirant Deodorant Black + White 4 count 72-Hour Sweat & Odor Protection Antiperspirant For Men With MotionSense Technology 2.70 Ounce (Pack of 4); Colgate Optic White Pro Series Whitening Toothpaste with 5% Hydrogen Peroxide, Stain Prevention, 3 oz Tube, 2 Pack; ",2023-08-27,43.24,Household-Consumables
3578,"Anti Barking Device, 3 Levels Ultrasonic Dog Barking Control Devices & Dog Behavior Training Tools, 50 FT Outdoor Waterproof Bark Box for Dog All Size; ",2023-08-27,29.67,Other
3579,"JBTONGXM 12 pcs M5 Poly Rope Connectors, Wires Splicer Galvanized Steel Connectors for Electric Fences Wires; ",2023-08-27,50.84,Tools-Farm
3580,"WEKAPO Inflatable Lounger Air Sofa ChairâCamping & Beach AccessoriesâPortable Water Proof Couch for Hiking, Picnics, Outdoor, Music Festivals & BackyardâLightweight and Easy to Set Up Air Hammock; ",2023-08-26,40.26,Other
3581,"WEKAPO Inflatable Lounger Air Sofa ChairâCamping & Beach AccessoriesâPortable Water Proof Couch for Hiking, Picnics, Outdoor, Music Festivals & BackyardâLightweight and Easy to Set Up Air Hammock; ",2023-08-25,40.26,Other
3582,"Royale Linens Grey Pillowcase Set of 12 - Queen 20""x30"" Bed Pillow Cover - 1800 Brushed Microfiber - Wrinkle & Fade Resistant - Bulk Pillow Cases - Hotel Quality Pillow Case 12 Pack (Queen, Grey); ",2023-08-25,22.25,Household-Consumables
3583,"Quaker Rice Crisps, Gluten Free, 3 Flavor, Single Serve, 0.67, Savory Variety Pack, 20.1 Oz,Pack of 30; ",2023-08-24,18.98,Snacks
3584,"PURE ORIGINAL INGREDIENTS Borax (1 lb), Multipurpose Cleaning Natural Agent, Ideal Slime Ingredient; ",2023-08-23,9.32,Cleaning-Supplies
3585,"(25 Pieces) PGN - 3/8"" Inch (0.375"") Precision Chrome Steel Bearing Balls G25; ",2023-08-23,6.63,Electronics-Components & Prototyping
3586,"Wingball Football-Like Foam Ball - Max Distance & Speed Up to 88 Miles Per Hour - Outdoor Toy Game for Toss & Catch Play - Kids & Adults, Ages 8+; ",2023-08-22,29.67,Other
3587,"NERF Pro Grip Football, Blue, Classic Foam Ball, Easy to Catch & Throw, Balls for Kids, Kids Sports Toys; ",2023-08-22,12.71,Other
3588,"Ninja BL660 Professional Compact Smoothie & Food Processing Blender, 1100-Watts, 3 Functions -for Frozen Drinks, Smoothies, Sauces, & More, 72-oz.* Pitcher, (2) 16-oz. To-Go Cups & Spout Lids, Gray; ",2023-08-22,119.86,Household-Consumables
3589,Guy Stuff: The Body Book for Boys; ,2023-08-21,13.77,Other
3590,"Dynacraft Vertical Alpine Eagle 24"" Bike, Yellow; ",2023-08-21,169.59,Other
3591,"FITAID ENERGY, 200mg Natural Caffeine, Keto, Raspberry Hibiscus, Optimum Performance Formula: BCAAs, Quercetin, Electrolytes, Omega-3s, 15 calories, Paleo, Vegan & GlutenFree, 12-oz cans (Pack of 12); ",2023-08-20,56.99,Snacks
3592,"HOGOKIDS Party Favors for Kids - 30 Kinds of Animals Building Blocks Sets, 10 Pack Building Toy for Birthday Party Favors Goodie Bags Stuffers Classroom Prizes, Gifts for Boys Girls Ages 4-12+; ",2023-08-18,10.59,Other
3593,"WOGOD Guitar Wall Mount Hangers 3 Pack, Guitar Style Wall Holders Hooks Stands for Acoustic Electric Bass Classical Ukulele Guitars; ",2023-08-18,12.11,Home Organization
3594,"WILLBOND Sweatbands Wristbands for Football Basketball, Running Athletic Sports, Black, 6 Piece; WILLBOND Sweatbands Wristbands for Football Basketball, Running Athletic Sports, Orange, 6 Piece; ",2023-08-18,19.48,Other
3595,"adidas Creator 2 Backpack, Essential Camo Grey/Lucid Lime Green/Onix Grey, One Size; ",2023-08-18,46.64,Other
3596,"AUVON iMedassist Moisture-Proof Weekly Pill Organizer 4 Times a Day, Large 7 Day Pill Box Portable for Travel with Removable Individual Pill Containers to Hold Vitamins, Supplements and Medication; ",2023-08-17,10.58,Household-Consumables
3597,"Hot Shot No-Pest Strip, Pack of 1; ",2023-08-16,16.9,Cleaning-Supplies
3598,"Hot Shot No-Pest Strip, Pack of 1; ",2023-08-16,16.9,Cleaning-Supplies
3599,Wettarn 4 Pcs Fidget Spinners Cube Fidget Toys for Adults Small Desk Toys Sensory Focus Metal Fidget Cube Fidget Spinners Boys Girls Teens Desktop Anxiety Stress Relieve Autism ADHD Relaxing; ,2023-08-15,19.07,Other
3600,"Softball Socks Girls boys baseball Socks basketball Socks for Kids 3-Pairs (Youth (5-7), X-Small Orange); Seibertron Pro 3.0 Twelve Constellations Elite Ultra-Stick Sports Receiver Glove Football Gloves Youth (White, S); Seibertron Pro 3.0 Twelve Constellations Elite Ultra-Stick Sports Receiver Glove Football Gloves Youth (White, M); Shock Doctor Youth Pro Strapped Mouthguard (Smoke) Black, Youth (10 yrs & below); ",2023-08-13,60.29,Other
3601,"Jellydog Toy Party Favors for Kids Goodie Bags,12PCS Mini Building Blocks Animal, Â Building Sets Stem Toys, Assorted Building Blocks Sets for Birthday Party Gift,Goodie Bags, Prize,Cake Topper; ",2023-08-08,17.11,Other
3602,RPM 80695 Front Upper/Lower A-Arms Blue 1/16 E-Revo Blue; ,2023-08-07,15.9,Traxxas
3603,"Unifrog Microscope Slides and Covers, Blank Glass Slides for Microscope Set - 50 Slides, 100 Coverslips - for Microscopy Experiments and Analysis, Suitable for Most Microscopes (Blank Glass); ",2023-08-06,7.37,Other
3604,48pcs Kids Prepared Microscope Slides of Animals Insects Plants Flowers Specimens for Kidsâ Microscopes; ,2023-08-06,11.68,Other
3605,"Garnier Fructis Sleek & Shine Anti-Frizz Serum for Frizzy, Dry Hair, Argan Oil, 5.1 Fl Oz, 1 Count (Packaging May Vary); ",2023-08-04,6.35,Household-Consumables
3606,"KIND Bars, Dark Chocolate Cherry Cashew, Healthy Snacks, Gluten Free, 12 Count; ",2023-08-03,12.09,Snacks
3607,"Amazon Basics microSDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black; ",2023-08-03,10.7,Computer Parts
3608,"KIND Bars, Peanut Butter Dark Chocolate, Healthy Snacks, Gluten Free, 12 Count; ",2023-08-03,12.09,Snacks
3609,"BrawnyÂ® Tear-A-SquareÂ® Paper Towels, 16 Double Rolls = 32 Regular Rolls; ",2023-08-03,30.89,Household-Consumables
3610,Pampers Ninjamas Nighttime Bedwetting Underwear Boys Size L/XL(64-125 lbs) 34 Count (Packaging & Prints May Vary); ,2023-08-03,23.71,Baby-Diapers
3611,"KIND Bars, Dark Chocolate Mint, Healthy Snacks, Gluten Free, Low Sugar, 12 Count; ",2023-08-03,13.29,Snacks
3612,"Larabar Lemon Bar, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct; ",2023-08-03,15.28,Snacks
3613,"Dixie Basic 8.5"" Light-Weight Paper Plates by GP PRO (Georgia-Pacific), White, DBP09W, 500 Count (125 Plates Per Pack, 4 Packs Per Case); ",2023-08-02,27.64,Household-Consumables
3614,"Nature's Bakery Whole Wheat Fig Bars, Raspberry, Real Fruit, Vegan, Non-GMO, Snack bar, 1 box with 12 twin packs (12 twin packs); ",2023-08-01,8.47,Snacks
3615,"L'Oreal Paris EverStrong Thickening Sulfate Free Shampoo and Conditioner Kit, Thickens + Strengthens, For Thin, Fragile Hair, with Rosemary Leaf, Combo (8.5 Fl; Oz each) (Packaging May Vary); ",2023-08-01,17.38,Household-Consumables
3615,"L'Oreal Paris EverStrong Thickening Sulfate Free Shampoo and Conditioner Kit, Thickens + Strengthens, For Thin, Fragile Hair, with Rosemary Leaf, Combo (8.5 Fl; Oz each) (Packaging May Vary); ",2023-08-01,17.38,Other
3616,"Miss Vickie's Kettle Cooked Potato Chip Variety Pack , 1.375 Ounce (Pack of 28); ",2023-08-01,17.39,Snacks
3617,"Selsun Blue Medicated Anti-dandruff Shampoo with Menthol, 11 fl. oz., Maximum Strength, Selenium Sulfide 1%; ",2023-08-01,6.74,Household-Consumables
3618,"LCD Digital Microscope, ANNLOV 4.3 Inch Handheld USB Microscope 50X-1000X Magnification Coin Microscope with 32GB TF Card, 8 Adjustable LED, PC View, Microscope for Adults/Kids; ",2023-07-30,57.23,Electronics-Components & Prototyping
3619,AKASO EK7000 4K30FPS 20MP Action Camera Ultra HD Underwater Camera 170 Degree Wide Angle 98FT Waterproof Camera Support External Microphone; ,2023-07-30,61.47,Other
3620,"Vital Vitamins Multi Collagen Complex - Type I, II, III, V, X, Grass Fed, Non-GMO, 150 Capsules; ",2023-07-30,22.85,Household-Consumables
3621,"HDMI Switch 4k@60hz HDMI Splitter, GANA Aluminum Bidirectional HDMI Switcher 2 in 1 Out, Manual HDMI Hub Supports HD for Xbox PS5/4/3 Blu-Ray Player Fire Stick Roku (Midnight Blue); ",2023-07-29,13.08,Computer Accesories
3622,"Party Favors for Kids Goodie Bags ,12PCS Mini Building Blocks Ocean Animal, Sea Creatures Building Blocks Set?Building Sets Stem Toys for Birthday Party Gift,Goodie Bags, Prize,Cake Topper; ",2023-07-29,20.13,Other
3623,"8K HDMI Cable 2.1 2-Pack 6.6FT/2M, Highwings Certified 48Gbps Slim HDMI Cables, High Speed Braided HDMI Cord (10K 8K@60Hz, 4K@120Hz) HDCP 2.2&2.3, eARC,HDR10, Compatible Apple TV/Samsung TV/PS4/Laptop; ",2023-07-29,11.86,Computer Accesories
3624,"Amazon Essentials Men's Performance Tech T-Shirt, Pack of 2, Teal Blue/Navy, Large; Amazon Essentials Men's Performance Tech T-Shirt, Pack of 2, Burgundy/Navy, Large; PR1ME Wheel Chocks, Non Slip Base, Suitable for Most Tyre Sizes, Ideal Chocks for RV, Trailer, Without Rope, Lightweight, Easy to Carry, Helps Keep Your RV Trailer in Place; ",2023-07-29,62.97,Other
3624,"Amazon Essentials Men's Performance Tech T-Shirt, Pack of 2, Teal Blue/Navy, Large; Amazon Essentials Men's Performance Tech T-Shirt, Pack of 2, Burgundy/Navy, Large; PR1ME Wheel Chocks, Non Slip Base, Suitable for Most Tyre Sizes, Ideal Chocks for RV, Trailer, Without Rope, Lightweight, Easy to Carry, Helps Keep Your RV Trailer in Place; ",2023-07-29,62.97,Tools-other
3625,"BIC Hybrid Flex 5 Disposable Razor Cartridges for Men, 5 blade razors For Sensitive Skin and a Smooth and Close Shave, Cartridge Only Set with 2 packs of 4 Cartridges each for 8 total cartridges; ",2023-07-28,12.12,Household-Consumables
3626,"The Children's Place Boys' Uniform Pique Polo, White, L (10-12 husky); One Stop Equine Shop BasEQ Luna Adult's Synthetic Mesh Half Chaps Black X-Small; The Children's Place Boys Short Sleeve Pique Polo,White Single,L (10/12); Fruit of the Loom Boys Big 10 Pack Crew Socks, Black Assorted, Shoe: 3-9; CelerSport 6 Pack Men's Running Ankle Socks with Cushion, Low Cut Athletic Tab Socks, Black + Grey, Medium; Asgard Women's Short Rain Boots Waterproof Black Elastic Slip On Ankle Booties, 6, Black; ",2023-07-28,115.87,Horse-Equipment
